Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,91,91,0,142,90.0,0.0,
Existants,J2,408,436,28,141,435.0,0.07,
Existants,J3,119,119,0,174,118.0,0.0,
Existants,J4,39,39,0,126,38.0,0.0,
Existants,J5,307,356,49,186,355.0,0.16,
Existants,J6,222,222,0,192,221.0,0.0,
Existants,J7,204,204,0,150,203.0,0.0,
Existants,J8,8,8,0,116,7.0,0.0,
Nouveaux acceptés,J9,,192,,512,0.38,,
Nouveaux acceptés,J10,,149,,514,0.29,,
Nouveaux acceptés,J11,,0,,498,0.0,,
Nouveaux acceptés,J12,,123,,492,0.25,,
Nouveaux acceptés,J13,,233,,523,0.45,,
Nouveaux acceptés,J14,,261,,552,0.47,,
