Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.84,167,243,76,0,62,52.35,62,243,181
Existants,J2,0.98,161,134,-27,53,26,25.59,-27,243,108
Nouveaux acceptés,J3,0.14,,78,,,0,0.0,,243,95
