Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,64,346,282,143,345.0,4.41,
Existants,J2,0,0,0,130,-1.0,,
Existants,J3,338,522,184,127,521.0,0.54,
Existants,J4,178,313,135,86,312.0,0.76,
Existants,J5,246,127,-119,148,126.0,-0.48,
Existants,J6,339,119,-220,89,118.0,-0.65,
Existants,J7,216,227,11,115,226.0,0.05,
Nouveaux acceptés,J8,,365,,247,1.48,,
Nouveaux acceptés,J9,,331,,216,1.53,,
Nouveaux acceptés,J10,,229,,222,1.03,,
