Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,190,133,-57,95,132.0,-0.3,
Existants,J2,0,0,0,161,-1.0,,
Existants,J3,226,174,-52,106,173.0,-0.23,
Existants,J4,35,211,176,131,210.0,5.03,
Existants,J5,110,53,-57,114,52.0,-0.52,
Nouveaux acceptés,J6,,217,,324,0.67,,
Nouveaux acceptés,J7,,0,,353,0.0,,
Nouveaux acceptés,J8,,254,,332,0.77,,
Nouveaux acceptés,J9,,363,,355,1.02,,
Nouveaux acceptés,J10,,254,,221,1.15,,
Nouveaux acceptés,J11,,380,,382,0.99,,
