Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,17,17,0,98,16.0,0.0,
Existants,J2,0,0,0,145,-1.0,,
Nouveaux acceptés,J3,,0,,152,0.0,,
Nouveaux acceptés,J4,,0,,265,0.0,,
