Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,82,-1.0,,
Existants,J2,0,0,0,103,-1.0,,
Nouveaux acceptés,J3,,2,,203,0.01,,
Nouveaux acceptés,J4,,135,,124,1.09,,
Nouveaux acceptés,J5,,0,,161,0.0,,
Nouveaux acceptés,J6,,82,,155,0.53,,
