Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,149,-1.0,,
Existants,J2,151,151,0,195,150.0,0.0,
Existants,J3,379,379,0,145,378.0,0.0,
Existants,J4,63,63,0,165,62.0,0.0,
Existants,J5,272,272,0,180,271.0,0.0,
Existants,J6,0,0,0,142,-1.0,,
Nouveaux acceptés,J7,,572,,588,0.97,,
Nouveaux acceptés,J8,,138,,560,0.25,,
Nouveaux acceptés,J9,,0,,545,0.0,,
Nouveaux acceptés,J10,,475,,615,0.77,,
Nouveaux acceptés,J11,,413,,603,0.68,,
Nouveaux acceptés,J12,,110,,631,0.17,,
Nouveaux acceptés,J13,,226,,633,0.36,,
Nouveaux acceptés,J14,,541,,555,0.97,,
Nouveaux acceptés,J15,,0,,573,0.0,,
Nouveaux acceptés,J16,,183,,564,0.32,,
Nouveaux acceptés,J17,,151,,661,0.23,,
Nouveaux acceptés,J18,,345,,576,0.6,,
Nouveaux acceptés,J19,,339,,631,0.54,,
