Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,82,-1.0,,
Existants,J2,21,21,0,104,20.0,0.0,
Existants,J3,57,20,-37,128,19.0,-0.65,
Existants,J4,116,178,62,140,177.0,0.53,
Existants,J5,0,0,0,83,-1.0,,
Nouveaux acceptés,J6,,330,,283,1.17,,
Nouveaux acceptés,J7,,431,,372,1.16,,
Nouveaux acceptés,J8,,16,,231,0.07,,
Nouveaux acceptés,J9,,129,,292,0.44,,
Nouveaux acceptés,J10,,196,,284,0.69,,
Nouveaux acceptés,J11,,0,,284,0.0,,
Nouveaux acceptés,J12,,52,,317,0.16,,
Nouveaux acceptés,J13,,361,,323,1.12,,
Nouveaux acceptés,J14,,395,,358,1.1,,
Nouveaux acceptés,J15,,299,,242,1.24,,
Nouveaux acceptés,J16,,0,,190,0.0,,
