Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,54,280,226,208,279.0,4.19,
Existants,J2,0,0,0,129,-1.0,,
Existants,J3,119,23,-96,213,22.0,-0.81,
Existants,J4,208,436,228,177,435.0,1.1,
Existants,J5,353,491,138,191,490.0,0.39,
Existants,J6,41,0,-41,181,-1.0,-1.0,
Existants,J7,241,107,-134,206,106.0,-0.56,
Existants,J8,0,60,60,170,59.0,,
Existants,J9,0,100,100,219,99.0,,
Existants,J10,0,0,0,82,-1.0,,
Nouveaux acceptés,J11,,189,,183,1.03,,
Nouveaux acceptés,J12,,488,,277,1.76,,
Nouveaux acceptés,J13,,14,,148,0.09,,
Nouveaux acceptés,J14,,314,,205,1.53,,
Nouveaux acceptés,J15,,181,,197,0.92,,
