Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,134,88,-46,134,87.0,-0.34,
Existants,J2,0,0,0,158,-1.0,,
Existants,J3,191,167,-24,153,166.0,-0.13,
Existants,J4,161,161,0,83,160.0,0.0,
Nouveaux acceptés,J5,,231,,328,0.7,,
Nouveaux acceptés,J6,,120,,369,0.33,,
Nouveaux acceptés,J7,,232,,370,0.63,,
Nouveaux acceptés,J8,,151,,332,0.45,,
Nouveaux acceptés,J9,,29,,345,0.08,,
