Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,19,19,0,173,18.0,0.0,
Existants,J2,0,0,0,235,-1.0,,
Existants,J3,0,0,0,195,-1.0,,
Existants,J4,0,0,0,100,-1.0,,
Existants,J5,491,372,-119,268,371.0,-0.24,
Existants,J6,0,0,0,160,-1.0,,
Existants,J7,323,323,0,167,322.0,0.0,
Existants,J8,135,135,0,241,134.0,0.0,
Existants,J9,119,119,0,143,118.0,0.0,
Existants,J10,704,706,2,105,705.0,0.0,
Existants,J11,462,250,-212,156,249.0,-0.46,
Existants,J12,401,282,-119,275,281.0,-0.3,
Existants,J13,35,35,0,276,34.0,0.0,
Nouveaux acceptés,J14,,113,,652,0.17,,
Nouveaux acceptés,J15,,59,,638,0.09,,
Nouveaux acceptés,J16,,400,,659,0.61,,
Nouveaux acceptés,J17,,229,,629,0.36,,
Nouveaux acceptés,J18,,341,,676,0.5,,
