Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,458,186,-272,199,185.0,-0.59,
Existants,J2,439,708,269,292,707.0,0.61,
Existants,J3,264,454,190,129,453.0,0.72,
Existants,J4,618,597,-21,272,596.0,-0.03,
Existants,J5,149,152,3,114,151.0,0.02,
Existants,J6,55,55,0,125,54.0,0.0,
Existants,J7,11,17,6,202,16.0,0.55,
Existants,J8,387,257,-130,209,256.0,-0.34,
Existants,J9,176,4,-172,320,3.0,-0.98,
Existants,J10,208,322,114,230,321.0,0.55,
Existants,J11,0,0,0,152,-1.0,,
Existants,J12,223,344,121,139,343.0,0.54,
Existants,J13,603,741,138,185,740.0,0.23,
Existants,J14,0,0,0,137,-1.0,,
Nouveaux acceptés,J15,,337,,324,1.04,,
Nouveaux acceptés,J16,,373,,394,0.95,,
