Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,392,392,0,250,391.0,0.0,
Existants,J2,166,166,0,189,165.0,0.0,
Existants,J3,101,101,0,235,100.0,0.0,
Existants,J4,0,0,0,179,-1.0,,
Existants,J5,466,466,0,233,465.0,0.0,
Existants,J6,222,222,0,228,221.0,0.0,
Existants,J7,373,373,0,263,372.0,0.0,
Existants,J8,19,19,0,119,18.0,0.0,
Existants,J9,0,0,0,203,-1.0,,
Existants,J10,27,27,0,192,26.0,0.0,
Existants,J11,25,25,0,151,24.0,0.0,
Nouveaux acceptés,J12,,0,,803,0.0,,
Nouveaux acceptés,J13,,44,,841,0.05,,
Nouveaux acceptés,J14,,16,,811,0.02,,
Nouveaux acceptés,J15,,85,,855,0.1,,
Nouveaux acceptés,J16,,137,,919,0.15,,
