Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,274,388,114,168,387.0,0.42,
Existants,J2,524,605,81,158,604.0,0.15,
Existants,J3,31,31,0,162,30.0,0.0,
Existants,J4,101,101,0,145,100.0,0.0,
Existants,J5,0,0,0,132,-1.0,,
Existants,J6,216,216,0,141,215.0,0.0,
Existants,J7,447,286,-161,168,285.0,-0.36,
Existants,J8,232,237,5,159,236.0,0.02,
Existants,J9,389,490,101,168,489.0,0.26,
Existants,J10,44,44,0,115,43.0,0.0,
Nouveaux acceptés,J11,,462,,449,1.03,,
Nouveaux acceptés,J12,,674,,521,1.29,,
Nouveaux acceptés,J13,,118,,472,0.25,,
Nouveaux acceptés,J14,,80,,424,0.19,,
Nouveaux acceptés,J15,,689,,457,1.51,,
Nouveaux acceptés,J16,,827,,467,1.77,,
Nouveaux acceptés,J17,,416,,398,1.05,,
Nouveaux acceptés,J18,,379,,499,0.76,,
Nouveaux acceptés,J19,,711,,537,1.32,,
