Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,91,91,0,142,90.0,0.0,
Existants,J2,408,516,108,141,515.0,0.26,
Existants,J3,119,119,0,174,118.0,0.0,
Existants,J4,39,39,0,126,38.0,0.0,
Existants,J5,307,386,79,186,385.0,0.26,
Existants,J6,222,222,0,192,221.0,0.0,
Existants,J7,204,204,0,150,203.0,0.0,
Existants,J8,8,8,0,116,7.0,0.0,
Nouveaux acceptés,J9,,110,,512,0.21,,
Nouveaux acceptés,J10,,386,,514,0.75,,
Nouveaux acceptés,J11,,252,,586,0.43,,
Nouveaux acceptés,J12,,1,,498,0.0,,
Nouveaux acceptés,J13,,40,,492,0.08,,
Nouveaux acceptés,J14,,182,,523,0.35,,
Nouveaux acceptés,J15,,228,,552,0.41,,
