Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,32,32,0,112,31.0,0.0,
Existants,J2,109,161,52,115,160.0,0.48,
Existants,J3,101,148,47,164,147.0,0.47,
Existants,J4,0,0,0,152,-1.0,,
Nouveaux acceptés,J5,,112,,293,0.38,,
Nouveaux acceptés,J6,,217,,255,0.85,,
Nouveaux acceptés,J7,,364,,294,1.24,,
Nouveaux acceptés,J8,,146,,265,0.55,,
Nouveaux acceptés,J9,,338,,219,1.54,,
Nouveaux acceptés,J10,,184,,294,0.63,,
Nouveaux acceptés,J11,,0,,199,0.0,,
Nouveaux acceptés,J12,,73,,286,0.26,,
Nouveaux acceptés,J13,,443,,300,1.48,,
Nouveaux acceptés,J14,,261,,302,0.86,,
Nouveaux acceptés,J15,,0,,209,0.0,,
