Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,59,59,0,0,0,0.0,0,177,72
Existants,J2,1.0,136,136,0,22,22,22.0,0,177,114
Nouveaux acceptés,J3,1.0,,177,,,0,0.0,,177,220
