Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,378,368,162,377.0,36.8,
Existants,J2,181,0,-181,105,-1.0,-1.0,
Existants,J3,121,352,231,129,351.0,1.91,
Existants,J4,27,11,-16,194,10.0,-0.59,
Existants,J5,148,0,-148,79,-1.0,-1.0,
Nouveaux acceptés,J6,,421,,182,2.31,,
Nouveaux acceptés,J7,,345,,130,2.65,,
Nouveaux acceptés,J8,,51,,186,0.27,,
Nouveaux acceptés,J9,,148,,136,1.09,,
Nouveaux acceptés,J10,,164,,175,0.94,,
Nouveaux acceptés,J11,,162,,128,1.27,,
Nouveaux acceptés,J12,,507,,159,3.19,,
Nouveaux acceptés,J13,,292,,120,2.43,,
Nouveaux acceptés,J14,,176,,169,1.04,,
Nouveaux acceptés,J15,,11,,200,0.06,,
Nouveaux acceptés,J16,,0,,172,0.0,,
