Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,112,112,0,127,111.0,0.0,
Existants,J2,0,0,0,87,-1.0,,
Existants,J3,42,42,0,135,41.0,0.0,
Existants,J4,11,11,0,130,10.0,0.0,
Existants,J5,187,187,0,174,186.0,0.0,
Existants,J6,183,183,0,117,182.0,0.0,
Nouveaux acceptés,J7,,27,,512,0.05,,
Nouveaux acceptés,J8,,110,,541,0.2,,
Nouveaux acceptés,J9,,0,,440,0.0,,
