Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,327,665,338,133,664.0,1.03,
Existants,J2,520,139,-381,229,138.0,-0.73,
Existants,J3,0,0,0,134,-1.0,,
Existants,J4,445,708,263,183,707.0,0.59,
Existants,J5,240,240,0,284,239.0,0.0,
Existants,J6,213,362,149,102,361.0,0.7,
Existants,J7,0,0,0,163,-1.0,,
Existants,J8,480,366,-114,239,365.0,-0.24,
Existants,J9,276,535,259,159,534.0,0.94,
Existants,J10,114,528,414,236,527.0,3.63,
Existants,J11,25,25,0,140,24.0,0.0,
Existants,J12,34,103,69,231,102.0,2.03,
Existants,J13,0,0,0,95,-1.0,,
Nouveaux acceptés,J14,,47,,251,0.19,,
Nouveaux acceptés,J15,,709,,316,2.24,,
Nouveaux acceptés,J16,,687,,300,2.29,,
Nouveaux acceptés,J17,,803,,346,2.32,,
Nouveaux acceptés,J18,,728,,362,2.01,,
Nouveaux acceptés,J19,,0,,428,0.0,,
