Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,170,156,143,169.0,11.14,
Existants,J3,121,98,-23,64,97.0,-0.19,
Existants,J4,144,19,-125,115,18.0,-0.87,
Existants,J5,225,175,-50,100,174.0,-0.22,
Nouveaux acceptés,J6,,88,,296,0.3,,
Nouveaux acceptés,J7,,222,,168,1.32,,
Nouveaux acceptés,J8,,8,,192,0.04,,
Nouveaux acceptés,J9,,350,,234,1.5,,
Nouveaux acceptés,J10,,359,,314,1.14,,
Nouveaux acceptés,J11,,156,,187,0.83,,
Nouveaux acceptés,J12,,339,,294,1.15,,
Nouveaux acceptés,J13,,427,,301,1.42,,
Nouveaux acceptés,J14,,212,,284,0.75,,
