Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,128,154,26,123,153.0,0.2,
Existants,J2,18,18,0,75,17.0,0.0,
Existants,J3,53,159,106,192,158.0,2.0,
Existants,J4,160,101,-59,170,100.0,-0.37,
Existants,J5,0,0,0,88,-1.0,,
Nouveaux acceptés,J6,,305,,333,0.92,,
Nouveaux acceptés,J7,,160,,262,0.61,,
Nouveaux acceptés,J8,,394,,334,1.18,,
Nouveaux acceptés,J9,,193,,286,0.67,,
Nouveaux acceptés,J10,,421,,275,1.53,,
Nouveaux acceptés,J11,,135,,320,0.42,,
Nouveaux acceptés,J12,,79,,309,0.26,,
Nouveaux acceptés,J13,,136,,221,0.62,,
Nouveaux acceptés,J14,,0,,268,0.0,,
Nouveaux acceptés,J15,,280,,286,0.98,,
