Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,125,130,5,0,0,0.0,0,279,152
Nouveaux acceptés,J2,0.1,,190,,,45,4.63,,279,145
Nouveaux acceptés,J3,0.1,,279,,,113,10.9,,279,166
