Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.81,256,256,0,110,110,88.83,0,465,146
Existants,J2,1.0,187,187,0,59,59,58.82,0,465,128
Existants,J3,0.84,146,146,0,9,9,7.53,0,465,137
Existants,J4,0.89,262,262,0,176,176,156.82,0,465,86
Nouveaux acceptés,J5,0.23,,465,,,0,0.0,,465,475
