Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,151,151,0,51,51,51.0,0,344,100
Existants,J2,1.0,94,94,0,0,0,0.0,0,344,121
Nouveaux acceptés,J3,1.0,,287,,,79,79.0,,344,208
Nouveaux acceptés,J4,1.0,,223,,,35,35.0,,344,188
Nouveaux acceptés,J5,1.0,,344,,,134,134.0,,344,210
