Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,44,44,0,0,0,0.0,0,259,52
Existants,J2,1.0,152,152,0,0,0,0.0,0,259,196
Nouveaux acceptés,J3,1.0,,259,,,81,81.0,,259,178
Nouveaux acceptés,J4,1.0,,195,,,5,5.0,,259,190
