Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,195,206,11,166,205.0,0.06,
Existants,J2,24,24,0,129,23.0,0.0,
Existants,J3,69,69,0,121,68.0,0.0,
Existants,J4,99,99,0,121,98.0,0.0,
Existants,J5,10,10,0,60,9.0,0.0,
Existants,J6,173,173,0,128,172.0,0.0,
Nouveaux acceptés,J7,,333,,347,0.96,,
Nouveaux acceptés,J8,,366,,407,0.9,,
Nouveaux acceptés,J9,,41,,337,0.12,,
Nouveaux acceptés,J10,,352,,363,0.97,,
Nouveaux acceptés,J11,,367,,473,0.78,,
Nouveaux acceptés,J12,,76,,350,0.22,,
Nouveaux acceptés,J13,,427,,419,1.02,,
Nouveaux acceptés,J14,,187,,430,0.43,,
Nouveaux acceptés,J15,,494,,413,1.2,,
Nouveaux acceptés,J16,,239,,432,0.55,,
Nouveaux acceptés,J17,,609,,418,1.46,,
Nouveaux acceptés,J18,,206,,359,0.57,,
Nouveaux acceptés,J19,,524,,436,1.2,,
Nouveaux acceptés,J20,,274,,349,0.79,,
