Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.96,76,76,0,0,0,0.0,0,213,106
Existants,J2,0.84,128,128,0,0,0,0.0,0,213,135
Nouveaux acceptés,J3,0.3,,213,,,18,5.32,,213,195
