Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,160,126,-34,80,46,46.0,-34,233,80
Existants,J2,1.0,136,233,97,0,71,71.0,71,233,162
Nouveaux acceptés,J3,1.0,,106,,,0,0.0,,233,116
