Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,161,-1.0,,
Existants,J2,0,0,0,206,-1.0,,
Existants,J3,483,483,0,185,482.0,0.0,
Existants,J4,267,267,0,211,266.0,0.0,
Existants,J5,128,128,0,189,127.0,0.0,
Existants,J6,114,114,0,155,113.0,0.0,
Existants,J7,168,168,0,215,167.0,0.0,
Existants,J8,371,371,0,194,370.0,0.0,
Nouveaux acceptés,J9,,37,,764,0.05,,
Nouveaux acceptés,J10,,23,,720,0.03,,
Nouveaux acceptés,J11,,289,,755,0.38,,
Nouveaux acceptés,J12,,379,,720,0.53,,
Nouveaux acceptés,J13,,183,,747,0.24,,
Nouveaux acceptés,J14,,277,,711,0.39,,
Nouveaux acceptés,J15,,129,,737,0.18,,
