Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,191,65,-126,121,64.0,-0.66,
Existants,J2,118,225,107,150,224.0,0.91,
Existants,J3,0,0,0,85,-1.0,,
Existants,J4,61,174,113,117,173.0,1.85,
Existants,J5,28,23,-5,77,22.0,-0.18,
Nouveaux acceptés,J6,,254,,250,1.02,,
Nouveaux acceptés,J7,,7,,165,0.04,,
Nouveaux acceptés,J8,,41,,181,0.23,,
