Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,104,-1,117,103.0,-0.01,
Existants,J2,139,138,-1,135,137.0,-0.01,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,0,,340,0.0,,
Nouveaux acceptés,J8,,433,,404,1.07,,
Nouveaux acceptés,J9,,544,,402,1.35,,
Nouveaux acceptés,J10,,28,,302,0.09,,
Nouveaux acceptés,J11,,314,,343,0.92,,
Nouveaux acceptés,J12,,372,,356,1.04,,
Nouveaux acceptés,J13,,213,,304,0.7,,
Nouveaux acceptés,J14,,328,,261,1.26,,
Nouveaux acceptés,J15,,160,,243,0.66,,
Nouveaux acceptés,J16,,113,,284,0.4,,
Nouveaux acceptés,J17,,436,,342,1.27,,
Nouveaux acceptés,J18,,20,,304,0.07,,
Nouveaux acceptés,J19,,204,,235,0.87,,
