Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,10,0,120,9.0,0.0,
Existants,J2,0,0,0,110,-1.0,,
Existants,J3,71,107,36,162,106.0,0.51,
Existants,J4,0,0,0,103,-1.0,,
Nouveaux acceptés,J5,,247,,329,0.75,,
Nouveaux acceptés,J6,,150,,194,0.77,,
Nouveaux acceptés,J7,,373,,327,1.14,,
Nouveaux acceptés,J8,,382,,247,1.55,,
Nouveaux acceptés,J9,,138,,274,0.5,,
Nouveaux acceptés,J10,,378,,257,1.47,,
Nouveaux acceptés,J11,,87,,215,0.4,,
Nouveaux acceptés,J12,,464,,365,1.27,,
Nouveaux acceptés,J13,,468,,307,1.52,,
Nouveaux acceptés,J14,,214,,273,0.78,,
