Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,209,199,162,208.0,19.9,
Existants,J2,208,156,-52,105,155.0,-0.25,
Existants,J3,143,67,-76,129,66.0,-0.53,
Existants,J4,50,0,-50,194,-1.0,-1.0,
Existants,J5,99,31,-68,79,30.0,-0.69,
Nouveaux acceptés,J6,,507,,262,1.94,,
Nouveaux acceptés,J7,,713,,182,3.92,,
Nouveaux acceptés,J8,,300,,123,2.44,,
Nouveaux acceptés,J9,,525,,130,4.04,,
Nouveaux acceptés,J10,,36,,186,0.19,,
Nouveaux acceptés,J11,,119,,136,0.88,,
Nouveaux acceptés,J12,,366,,175,2.09,,
Nouveaux acceptés,J13,,379,,128,2.96,,
Nouveaux acceptés,J14,,673,,159,4.23,,
Nouveaux acceptés,J15,,423,,169,2.5,,
Nouveaux acceptés,J16,,177,,200,0.89,,
Nouveaux acceptés,J17,,305,,196,1.56,,
Nouveaux acceptés,J18,,0,,172,0.0,,
Nouveaux acceptés,J19,,506,,155,3.26,,
