Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,152,-1.0,,
Nouveaux acceptés,J2,,45,,145,0.31,,
Nouveaux acceptés,J3,,113,,166,0.68,,
