Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,210,306,96,156,305.0,0.46,
Existants,J2,0,0,0,114,-1.0,,
Existants,J3,110,99,-11,216,98.0,-0.1,
Existants,J4,421,523,102,170,522.0,0.24,
Existants,J5,366,468,102,163,467.0,0.28,
Existants,J6,30,0,-30,140,-1.0,-1.0,
Existants,J7,80,74,-6,143,73.0,-0.07,
Existants,J8,504,713,209,179,712.0,0.41,
Existants,J9,0,0,0,192,-1.0,,
Existants,J10,181,177,-4,240,176.0,-0.02,
Nouveaux acceptés,J11,,187,,404,0.46,,
Nouveaux acceptés,J12,,7,,442,0.02,,
Nouveaux acceptés,J13,,31,,238,0.13,,
Nouveaux acceptés,J14,,361,,376,0.96,,
Nouveaux acceptés,J15,,706,,308,2.29,,
Nouveaux acceptés,J16,,704,,384,1.83,,
Nouveaux acceptés,J17,,471,,325,1.45,,
