size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
m,portion_of_7_3,0.1,1,early,2,7,2,1,1/2,0.5,308,465,297.86910000000006,605.8691000000001,7.573290084023029,0.0
m,portion_of_7_3,0.1,1,middle,2,7,2,2,2/2,1.0,357,477,291.16110000000003,648.1611,3.7627795829903334,0.0
m,portion_of_7_3,0.1,1,late,2,7,2,2,2/2,1.0,387,361,270.90450000000004,657.9045000000001,3.7786512090824544,0.0
m,portion_of_7_3,0.1,2,early,2,9,3,1,1/3,0.33,500,1141,789.4508000000001,1289.4508,12.966594166937284,52.48399999999997
m,portion_of_7_3,0.1,2,middle,2,9,3,3,3/3,1.0,475,770,505.1134,980.1134,5.0894832499325275,-230.92839999999998
m,portion_of_7_3,0.1,2,late,2,9,3,3,3/3,1.0,574,854,706.2894999999999,1280.2895,5.518285583006218,0.0
m,portion_of_7_3,0.1,3,early,2,10,3,3,3/3,1.0,611,1678,1052.5906,1663.5906,6.7611966249533,76.2323
m,portion_of_7_3,0.1,3,middle,2,10,3,3,3/3,1.0,637,1681,941.281,1578.281,6.632809625007212,-44.8666
m,portion_of_7_3,0.1,3,late,2,10,3,3,3/3,1.0,583,929,831.4832,1414.4832,6.378904792014509,-44.8666
m,portion_of_7_3,0.1,4,early,2,10,3,3,3/3,1.0,563,1561,870.4669,1433.4669,5.714555667014793,23.679100000000005
m,portion_of_7_3,0.1,4,middle,2,10,3,3,3/3,1.0,549,1513,872.2778999999999,1421.2779,5.595389000023715,42.5733
m,portion_of_7_3,0.1,4,late,2,10,3,3,3/3,1.0,576,898,742.2129000000001,1318.2129,5.455790208070539,0.0
m,portion_of_7_3,0.1,5,early,2,9,3,2,2/3,0.67,513,1105,560.9087999999999,1073.9088,17.074084832915105,-24.649800000000006
m,portion_of_7_3,0.1,5,middle,2,9,3,3,3/3,1.0,487,1035,639.2626999999999,1126.2626999999998,5.063234667060897,30.142499999999995
m,portion_of_7_3,0.1,5,late,2,9,3,3,3/3,1.0,568,686,536.8209999999999,1104.821,5.255689124925993,0.0
m,portion_of_7_3,0.1,6,early,2,8,2,2,2/2,1.0,391,749,560.2015,951.2015,4.618133416981436,8.212099999999998
m,portion_of_7_3,0.1,6,middle,2,8,2,2,2/2,1.0,413,706,562.659,975.659,4.638190624886192,21.8056
m,portion_of_7_3,0.1,6,late,2,8,2,2,2/2,1.0,401,662,562.0543999999999,963.0544,4.492921540979296,29.359199999999998
m,portion_of_7_3,0.1,7,early,2,8,2,1,1/2,0.5,411,555,420.0203,831.0203,8.991660541971214,96.803
m,portion_of_7_3,0.1,7,middle,2,8,2,2,2/2,1.0,449,520,331.30580000000003,780.3058000000001,4.667902584071271,-4.5345
m,portion_of_7_3,0.1,7,late,2,8,2,1,1/2,0.5,413,336,282.6053,695.6052999999999,8.78158774995245,0.0
m,portion_of_7_3,0.1,8,early,2,8,2,1,1/2,0.5,487,820,612.1467,1099.1467,10.2220710410038,17.39520000000001
m,portion_of_7_3,0.1,8,middle,2,8,2,2,2/2,1.0,496,836,624.6274,1120.6274,9.30508570803795,11.0319
m,portion_of_7_3,0.1,8,late,2,8,2,2,2/2,1.0,580,584,541.9228,1121.9228,9.495213290909303,0.0
m,portion_of_7_3,0.1,9,early,2,8,2,2,2/2,1.0,531,869,584.4834000000001,1115.4834,8.812147958087735,-7.7119000000000035
m,portion_of_7_3,0.1,9,middle,2,8,2,2,2/2,1.0,507,647,535.5772000000001,1042.5772000000002,5.437779749976471,3.3092000000000006
m,portion_of_7_3,0.1,9,late,2,8,2,2,2/2,1.0,551,655,536.7828,1087.7828,8.798293374944478,0.0
m,portion_of_7_3,0.1,10,early,2,10,3,2,2/3,0.67,485,1166,827.4770000000001,1312.477,15.091323583037592,-31.236600000000006
m,portion_of_7_3,0.1,10,middle,2,10,3,3,3/3,1.0,479,1006,671.873,1150.873,6.3150174169568345,-267.1631
m,portion_of_7_3,0.1,10,late,2,10,3,3,3/3,1.0,454,739,596.1201,1050.1201,4.507908000028692,-217.3395
m,portion_of_7_3,0.1,11,early,2,7,2,2,2/2,1.0,309,390,205.8091,514.8091,3.194177082972601,0.0
m,portion_of_7_3,0.1,11,middle,2,7,2,1,1/2,0.5,253,176,159.03830000000002,412.0383000000001,6.085805749986321,5.4552
m,portion_of_7_3,0.1,11,late,2,7,2,2,2/2,1.0,338,200,162.6641,500.6641,3.3521843339549378,0.0
m,portion_of_7_3,0.1,12,early,2,9,3,3,3/3,1.0,406,788,405.72370000000006,811.7237,4.679223250015639,-4.8165000000000004
m,portion_of_7_3,0.1,12,middle,2,9,3,3,3/3,1.0,410,768,396.0334,806.0334,4.676187791978009,-8.0199
m,portion_of_7_3,0.1,12,late,2,9,3,3,3/3,1.0,502,433,356.0749,858.0749000000001,4.710300500039011,0.0
m,portion_of_7_3,0.1,13,early,2,7,2,2,2/2,1.0,368,525,217.5473,585.5473,4.229249584022909,-269.70259999999996
m,portion_of_7_3,0.1,13,middle,2,7,2,2,2/2,1.0,450,664,461.7205,911.7205,4.370670500095002,0.0
m,portion_of_7_3,0.1,13,late,2,7,2,2,2/2,1.0,463,496,443.2741,906.2741,4.3376740829553455,0.0
m,portion_of_7_3,0.1,14,early,2,8,2,1,1/2,0.5,325,656,502.51359999999994,827.5136,9.422556624980643,-35.041399999999996
m,portion_of_7_3,0.1,14,middle,2,8,2,2,2/2,1.0,396,670,522.8723,918.8723,4.1882520409999415,14.1471
m,portion_of_7_3,0.1,14,late,2,8,2,2,2/2,1.0,467,564,482.043,949.043,4.403994292020798,0.0
m,portion_of_7_3,0.1,15,early,2,9,3,3,3/3,1.0,634,1352,581.8062,1215.8062,5.650163708021864,-35.7656
