size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
s,portion_of_3_7,0.5,3,late,2,4,3,3,3/3,1.0,196,20,3.744,199.744,1.5223258339974564,0.0
s,portion_of_3_7,0.5,4,early,2,4,3,3,3/3,1.0,266,187,34.5188,300.5188,1.9478898750094231,0.0
s,portion_of_3_7,0.5,4,middle,2,4,3,3,3/3,1.0,256,99,9.2142,265.2142,1.9463753750023896,0.0
s,portion_of_3_7,0.5,4,late,2,4,3,3,3/3,1.0,290,109,14.042,304.042,2.0109377080225386,0.0
s,portion_of_3_7,0.5,5,early,2,5,3,1,1/3,0.33,152,57,13.7142,165.7142,4.480650124984095,-9.719
s,portion_of_3_7,0.5,5,middle,2,5,3,3,3/3,1.0,363,377,73.3291,436.3291,2.843024833011441,-0.9719
s,portion_of_3_7,0.5,5,late,2,5,3,3,3/3,1.0,370,107,15.9058,385.9058,2.9190612910024356,0.0
s,portion_of_3_7,0.5,6,early,2,5,3,1,1/3,0.33,243,88,77.9384,320.9384,5.909857375023421,25.770500000000002
s,portion_of_3_7,0.5,6,middle,2,5,3,2,2/3,0.67,236,145,63.3597,299.3597,5.956651291984599,0.0
s,portion_of_3_7,0.5,6,late,2,5,3,3,3/3,1.0,348,102,55.5292,403.5292,2.8422472499951255,0.0
s,portion_of_3_7,0.5,7,early,2,5,3,2,2/3,0.67,334,335,93.4852,427.4852,5.097082666994538,0.0
s,portion_of_3_7,0.5,7,middle,2,5,3,2,2/3,0.67,334,288,88.5693,422.5693,5.194451041024877,0.0
s,portion_of_3_7,0.5,7,late,2,5,3,3,3/3,1.0,369,224,76.9639,445.9639,2.462824249989353,0.0
s,portion_of_3_7,0.5,8,early,2,5,3,3,3/3,1.0,250,212,38.637699999999995,288.6377,1.9145307909930125,-18.5265
s,portion_of_3_7,0.5,8,middle,2,5,3,1,1/3,0.33,167,18,14.499,181.499,4.204983542003902,-4.0275
s,portion_of_3_7,0.5,8,late,2,5,3,3,3/3,1.0,247,109,27.863,274.863,1.8327732080069836,-4.0275
s,portion_of_3_7,0.5,9,early,2,5,3,2,2/3,0.67,295,175,40.1176,335.1176,5.229327666020254,-37.5847
s,portion_of_3_7,0.5,9,middle,2,5,3,3,3/3,1.0,306,240,87.84360000000001,393.8436,2.1738720419816673,6.328100000000006
