size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
xl,portion_of_3_7,0.1,10,middle,2,30,21,21,21/21,1.0,1596,12190,3505.1834000000003,5101.1834,2.1429299579467624,331.1896
xl,portion_of_3_7,0.1,10,late,2,30,21,21,21/21,1.0,1378,9881,2781.9956999999995,4159.9956999999995,1.4448180838953704,0.0
