size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
s,portion_of_7_3,0.1,1,early,2,5,1,1,1/1,1.0,221,179,102.8374,323.8374,2.1837773750012275,0.0
s,portion_of_7_3,0.1,1,middle,2,5,1,1,1/1,1.0,221,73,67.4228,288.4228,2.13752779099741,0.0
s,portion_of_7_3,0.1,1,late,2,5,1,1,1/1,1.0,224,73,67.4228,291.4228,2.2324163329903968,0.0
s,portion_of_7_3,0.1,2,early,2,5,1,0,0/1,0.0,182,172,146.21460000000002,328.2146,2.0652847090095747,0.0
s,portion_of_7_3,0.1,2,middle,2,5,1,0,0/1,0.0,182,172,146.21460000000002,328.2146,2.0603505830222275,0.0
s,portion_of_7_3,0.1,2,late,2,5,1,1,1/1,1.0,274,172,146.21460000000002,420.2146,2.487337500002468,0.0
s,portion_of_7_3,0.1,3,early,2,4,1,0,0/1,0.0,143,21,19.8546,162.8546,1.8537870000000112,0.0
s,portion_of_7_3,0.1,3,middle,2,4,1,0,0/1,0.0,143,21,19.8546,162.8546,1.7281912500038743,0.0
s,portion_of_7_3,0.1,3,late,2,4,1,1,1/1,1.0,241,21,19.8546,260.8546,2.1053273750003427,0.0
s,portion_of_7_3,0.1,4,early,2,5,1,1,1/1,1.0,334,474,403.6436,737.6436,3.182045041990932,-151.42469999999997
s,portion_of_7_3,0.1,4,middle,2,5,1,1,1/1,1.0,334,520,406.9577,740.9576999999999,3.1956028749991674,-153.6546
s,portion_of_7_3,0.1,4,late,2,5,1,1,1/1,1.0,377,645,562.7216999999999,939.7217,3.4056997500010766,7.7854
s,portion_of_7_3,0.1,5,early,2,3,1,1,1/1,1.0,217,156,64.38850000000001,281.3885,2.04505829201662,-20.7375
s,portion_of_7_3,0.1,5,middle,2,3,1,1,1/1,1.0,217,86,56.1985,273.1985,2.0372698749997653,-20.7375
s,portion_of_7_3,0.1,5,late,2,3,1,1,1/1,1.0,238,74,73.075,311.075,2.1815914589969907,0.0
s,portion_of_7_3,0.1,6,early,2,4,1,0,0/1,0.0,127,0,0.0,127.0,1.413141833996633,0.0
s,portion_of_7_3,0.1,6,middle,2,4,1,1,1/1,1.0,156,0,0.0,156.0,1.4788780829985626,0.0
s,portion_of_7_3,0.1,6,late,2,4,1,1,1/1,1.0,197,0,0.0,197.0,1.6148537090048194,0.0
s,portion_of_7_3,0.1,7,early,2,3,1,1,1/1,1.0,250,90,27.1666,277.1666,1.878859708987875,-38.3754
s,portion_of_7_3,0.1,7,middle,2,3,1,0,0/1,0.0,141,64,58.4768,199.4768,1.5279054999991786,0.0
s,portion_of_7_3,0.1,7,late,2,3,1,1,1/1,1.0,246,64,58.4768,304.4768,1.9191607079992536,0.0
s,portion_of_7_3,0.1,8,early,2,4,1,1,1/1,1.0,309,278,211.0219,520.0219,2.948479166981997,0.5760000000000005
s,portion_of_7_3,0.1,8,middle,2,4,1,0,0/1,0.0,234,191,175.2926,409.2926,2.7078062500222586,0.0
s,portion_of_7_3,0.1,8,late,2,4,1,1,1/1,1.0,344,191,175.2926,519.2926,2.9395095410000067,0.0
s,portion_of_7_3,0.1,9,early,2,5,1,0,0/1,0.0,230,232,215.6405,445.6405,2.6493782500037923,0.0
s,portion_of_7_3,0.1,9,middle,2,5,1,1,1/1,1.0,267,248,215.1301,482.1301,2.8617813749879133,-4.6075
