size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
l,portion_of_7_3,0.1,1,early,2,20,6,4,4/6,0.67,1241,6696,4248.7964,5489.7964,8.8721491250908,234.73170000000005
l,portion_of_7_3,0.1,1,middle,2,20,6,1,1/6,0.17,1006,4031,3609.9885,4615.9884999999995,1.9136122080963105,256.8499
l,portion_of_7_3,0.1,1,late,2,20,6,6,6/6,1.0,1328,4312,3502.2901,4830.2901,0.5007295409450307,0.0
l,portion_of_7_3,0.1,2,early,2,17,5,1,1/5,0.2,976,3987,3536.4241,4512.4241,2.0069018750218675,567.1382999999998
l,portion_of_7_3,0.1,2,middle,2,17,5,5,5/5,1.0,1219,5823,3578.2354000000005,4797.2354000000005,0.6618727919412777,-42.209399999999995
l,portion_of_7_3,0.1,2,late,2,17,5,5,5/5,1.0,1178,3965,3115.3683000000005,4293.3683,0.5089780410053208,-5.0478000000000005
l,portion_of_7_3,0.1,3,early,2,20,6,5,5/6,0.83,1059,5904,3512.3894000000005,4571.3894,3.119463499984704,-49.57110000000003
l,portion_of_7_3,0.1,3,middle,2,20,6,5,5/6,0.83,1189,5378,3575.9247000000005,4764.9247000000005,2.5173402919899672,205.7479
l,portion_of_7_3,0.1,3,late,2,20,6,6,6/6,1.0,1189,4334,2958.2364,4147.2364,0.7529178749537095,-274.0245
l,portion_of_7_3,0.1,4,early,2,20,6,0,0/6,0.0,625,2170,1957.2648,2582.2648,1.8280578749254344,0.0
l,portion_of_7_3,0.1,4,middle,2,20,6,3,3/6,0.5,859,3400,2499.4548999999997,3358.4548999999997,4.090520250028931,154.6591
l,portion_of_7_3,0.1,4,late,2,20,6,6,6/6,1.0,964,3342,2257.4672999999993,3221.4672999999993,0.8059133329661563,8.65
l,portion_of_7_3,0.1,5,early,2,16,5,2,2/5,0.4,760,2348,1677.1807,2437.1807,1.87244762503542,-1.308400000000006
l,portion_of_7_3,0.1,5,middle,2,16,5,5,5/5,1.0,1003,3887,2187.6064,3190.6064,0.549257833044976,100.0266
l,portion_of_7_3,0.1,5,late,2,16,5,5,5/5,1.0,980,2363,1664.4963,2644.4963,0.4024317499715835,0.0
l,portion_of_7_3,0.1,6,early,2,16,5,4,4/5,0.8,940,3489,1981.8176000000003,2921.8176000000003,3.6440260839881375,11.018999999999995
l,portion_of_7_3,0.1,6,middle,2,16,5,5,5/5,1.0,943,2868,1931.5676,2874.5676,0.6369310419540852,105.26339999999998
l,portion_of_7_3,0.1,6,late,2,16,5,5,5/5,1.0,1056,2073,1705.0375,2761.0375,0.3296444580191746,0.0
l,portion_of_7_3,0.1,7,early,2,19,6,3,3/6,0.5,907,4136,2854.4404,3761.4404,16.520807082997635,-22.77079999999995
l,portion_of_7_3,0.1,7,middle,2,19,6,5,5/6,0.83,1059,4033,2895.0418000000004,3954.0418,2.459371624980122,96.00039999999998
l,portion_of_7_3,0.1,7,late,2,19,6,6,6/6,1.0,1206,3071,2566.0042000000003,3772.0042,0.4960178328910842,0.0
l,portion_of_7_3,0.1,8,early,2,19,6,2,2/6,0.33,739,2495,1945.8133,2684.8133,1.8835844170534983,77.1086
l,portion_of_7_3,0.1,8,middle,2,19,6,6,6/6,1.0,880,3583,2242.7003,3122.7003,0.3956799999577924,210.08849999999998
l,portion_of_7_3,0.1,8,late,2,19,6,6,6/6,1.0,858,2597,1931.1579,2789.1579,0.3879665000131354,2.8478000000000065
l,portion_of_7_3,0.1,9,early,2,18,5,2,2/5,0.4,899,3638,2627.8998,3526.8998,2.498140959069133,128.9011
l,portion_of_7_3,0.1,9,middle,2,18,5,5,5/5,1.0,1059,3383,2136.3762,3195.3762,0.8399541249964386,-386.4954
l,portion_of_7_3,0.1,9,late,2,18,5,5,5/5,1.0,1059,3386,2344.606,3403.606,0.799322500010021,-96.42869999999999
l,portion_of_7_3,0.1,10,early,2,18,5,4,4/5,0.8,812,3239,2084.5802999999996,2896.5802999999996,3.081387707963586,62.353400000000015
l,portion_of_7_3,0.1,10,middle,2,18,5,5,5/5,1.0,806,2687,1866.8811,2672.8811,0.6740733339684084,-38.83119999999999
l,portion_of_7_3,0.1,10,late,2,18,5,5,5/5,1.0,852,2411,1858.4767,2710.4767,0.5651916669448838,7.8184
l,portion_of_7_3,0.1,11,early,2,17,5,1,1/5,0.2,727,2400,1886.7738000000004,2613.7738000000004,2.523924665991217,106.24849999999999
l,portion_of_7_3,0.1,11,middle,2,17,5,4,4/5,0.8,904,3117,1965.0515,2869.0515,2.8266136250458658,-24.035800000000002
l,portion_of_7_3,0.1,11,late,2,17,5,5,5/5,1.0,955,2602,1851.5445,2806.5445,0.3467351250583306,0.0
l,portion_of_7_3,0.1,12,early,2,19,6,0,0/6,0.0,802,2412,2242.1384999999996,3044.1384999999996,2.3255955409258604,0.0
l,portion_of_7_3,0.1,12,middle,2,19,6,5,5/6,0.83,1087,3442,2560.3032999999996,3647.3033,3.190860458998941,127.03399999999999
l,portion_of_7_3,0.1,12,late,2,19,6,6,6/6,1.0,1145,3177,2390.6115999999997,3535.6115999999997,0.8009177079657093,0.0
l,portion_of_7_3,0.1,13,early,2,20,6,6,6/6,1.0,1099,6104,3088.5672000000004,4187.5672,1.4630824160994962,200.77280000000002
l,portion_of_7_3,0.1,13,middle,2,20,6,6,6/6,1.0,1137,4697,2819.6741000000006,3956.6741000000006,1.1236740000313148,201.06019999999998
l,portion_of_7_3,0.1,13,late,2,20,6,6,6/6,1.0,1054,3539,2387.0229,3441.0229,0.5501830410212278,-154.3746
l,portion_of_7_3,0.1,14,early,2,20,6,2,2/6,0.33,865,3096,2139.6736,3004.6736,18.93152233294677,-106.32180000000005
l,portion_of_7_3,0.1,14,middle,2,20,6,5,5/6,0.83,1102,4880,3213.4617,4315.4617,5.520172500051558,673.6652
l,portion_of_7_3,0.1,14,late,2,20,6,6,6/6,1.0,1226,3358,2349.3345,3575.3345,0.4707938340725377,0.0
l,portion_of_7_3,0.1,15,early,2,15,5,1,1/5,0.2,638,1462,1130.8338,1768.8338,3.226400207960978,77.60540000000002
l,portion_of_7_3,0.1,15,middle,2,15,5,3,3/5,0.6,729,1946,1164.1145,1893.1145,2.243384249974042,-4.276
l,portion_of_7_3,0.1,15,late,2,15,5,5,5/5,1.0,842,1686,1118.9652999999998,1960.9653,0.6019444999983534,0.0
l,portion_of_7_3,0.1,16,early,2,20,6,2,2/6,0.33,1000,4547,3574.4513,4574.451300000001,3.8335039579542354,189.28029999999995
l,portion_of_7_3,0.1,16,middle,2,20,6,4,4/6,0.67,1132,5967,3735.095299999999,4867.095299999999,19.22593858395703,84.4209
l,portion_of_7_3,0.1,16,late,2,20,6,6,6/6,1.0,1341,4486,3519.8579999999997,4860.858,0.5116555830463767,0.0
l,portion_of_7_3,0.1,17,early,2,18,5,2,2/5,0.4,794,2797,2108.0133,2902.0133,2.08454183395952,525.2225
l,portion_of_7_3,0.1,17,middle,2,18,5,5,5/5,1.0,867,2289,1698.3429,2565.3428999999996,0.6203208329388872,85.5053
l,portion_of_7_3,0.1,17,late,2,18,5,5,5/5,1.0,1028,1933,1578.3346,2606.3346,0.2955543339485302,0.0
l,portion_of_7_3,0.1,18,early,2,16,5,3,3/5,0.6,753,2600,1734.2524,2487.2524,10.71217874996364,-86.9889
l,portion_of_7_3,0.1,18,middle,2,16,5,4,4/5,0.8,892,2961,1781.9501000000002,2673.9501,3.358045291970484,-38.65549999999999
l,portion_of_7_3,0.1,18,late,2,16,5,5,5/5,1.0,1011,2872,1834.535,2845.535,0.4352297079749405,4.3735
l,portion_of_7_3,0.1,19,early,2,17,5,5,5/5,1.0,962,5031,2965.6040999999996,3927.6041,1.1056125829927623,41.223099999999995
l,portion_of_7_3,0.1,19,middle,2,17,5,4,4/5,0.8,937,4668,2885.2976000000003,3822.2976,2.3577323749195784,-82.02469999999994
l,portion_of_7_3,0.1,19,late,2,17,5,5,5/5,1.0,978,3816,2861.01,3839.01,0.4350673329317942,97.44880000000002
l,portion_of_7_3,0.1,20,early,2,16,5,5,5/5,1.0,948,4342,2059.1710999999996,3007.1710999999996,0.778304582927376,-18.78509999999997
l,portion_of_7_3,0.1,20,middle,2,16,5,4,4/5,0.8,894,2637,1794.6996,2688.6996,1.3271428329171613,51.073
l,portion_of_7_3,0.1,20,late,2,16,5,5,5/5,1.0,1096,2410,1689.2499,2785.2499,0.3767637079581618,0.0
l,portion_of_7_3,0.2,1,early,2,20,6,6,6/6,1.0,1381,8138,4724.0424,6105.0424,0.9004620419582352,470.6164999999999
l,portion_of_7_3,0.2,1,middle,2,20,6,2,2/6,0.33,1086,4415,3917.4954,5003.4954,2.519273624988273,563.4663
l,portion_of_7_3,0.2,1,late,2,20,6,6,6/6,1.0,1328,4312,3502.2901,4830.2901,0.4497427910100668,0.0
l,portion_of_7_3,0.2,2,early,2,17,5,2,2/5,0.4,987,4370,3558.4042,4545.4042,2.4347932080272585,433.41040000000004
l,portion_of_7_3,0.2,2,middle,2,17,5,5,5/5,1.0,1219,5823,3578.2354000000005,4797.2354000000005,0.6786565419752151,-42.209399999999995
l,portion_of_7_3,0.2,2,late,2,17,5,5,5/5,1.0,1178,3965,3115.3683000000005,4293.3683,0.5347977919736877,-5.0478000000000005
l,portion_of_7_3,0.2,3,early,2,20,6,6,6/6,1.0,1230,7485,4766.835799999999,5996.835799999999,0.7701940831029788,1182.8110000000001
l,portion_of_7_3,0.2,3,middle,2,20,6,5,5/6,0.83,1189,5378,3575.9247000000005,4764.9247000000005,2.5208957080030814,205.7479
l,portion_of_7_3,0.2,3,late,2,20,6,6,6/6,1.0,1189,4334,2958.2364,4147.2364,0.7704979170812294,-274.0245
l,portion_of_7_3,0.2,4,early,2,20,6,2,2/6,0.33,736,3094,2392.7073,3128.7073,4.870741500053555,396.0925000000001
l,portion_of_7_3,0.2,4,middle,2,20,6,5,5/6,0.83,950,3995,2630.5235999999995,3580.5235999999995,2.1196173750795424,225.8871
l,portion_of_7_3,0.2,4,late,2,20,6,6,6/6,1.0,964,3342,2257.4672999999993,3221.4672999999993,0.7577607079874724,8.65
l,portion_of_7_3,0.2,5,early,2,16,5,3,3/5,0.6,827,2979,1868.4595,2695.4595,3.3834677500417456,15.033599999999979
l,portion_of_7_3,0.2,5,middle,2,16,5,5,5/5,1.0,1003,3887,2187.6064,3190.6064,0.6080910420278087,100.0266
l,portion_of_7_3,0.2,5,late,2,16,5,5,5/5,1.0,980,2363,1664.4963,2644.4963,0.408334624953568,0.0
l,portion_of_7_3,0.2,6,early,2,16,5,4,4/5,0.8,940,3489,1981.8176000000003,2921.8176000000003,3.619654209003784,11.018999999999995
l,portion_of_7_3,0.2,6,middle,2,16,5,5,5/5,1.0,943,2868,1931.5676,2874.5676,0.6486866250634193,105.26339999999998
l,portion_of_7_3,0.2,6,late,2,16,5,5,5/5,1.0,1056,2073,1705.0375,2761.0375,0.3310591250192374,0.0
l,portion_of_7_3,0.2,7,early,2,19,6,5,5/6,0.83,978,4833,3321.3979000000004,4299.3979,7.487545165931806,383.589
l,portion_of_7_3,0.2,7,middle,2,19,6,6,6/6,1.0,1137,5049,3333.9698000000003,4470.969800000001,0.6950295419665053,289.4319
l,portion_of_7_3,0.2,7,late,2,19,6,6,6/6,1.0,1206,3071,2566.0042000000003,3772.0042,0.4850527909584343,0.0
l,portion_of_7_3,0.2,8,early,2,19,6,2,2/6,0.33,739,2495,1945.8133,2684.8133,2.7677039589034393,77.1086
l,portion_of_7_3,0.2,8,middle,2,19,6,6,6/6,1.0,880,3583,2242.7003,3122.7003,0.4513350420165807,210.08849999999998
l,portion_of_7_3,0.2,8,late,2,19,6,6,6/6,1.0,858,2597,1931.1579,2789.1579,0.3878533750539645,2.8478000000000065
l,portion_of_7_3,0.2,9,early,2,18,5,4,4/5,0.8,1111,5519,3105.646,4216.646000000001,2.758761041914113,410.1485
l,portion_of_7_3,0.2,9,middle,2,18,5,5,5/5,1.0,1059,3383,2136.3762,3195.3762,0.833596916985698,-386.4954
l,portion_of_7_3,0.2,9,late,2,18,5,5,5/5,1.0,1059,3386,2344.606,3403.606,0.7939126669662073,-96.42869999999999
l,portion_of_7_3,0.2,10,early,2,18,5,5,5/5,1.0,871,4138,2489.6158,3360.6158,1.0962316249497237,286.6523
l,portion_of_7_3,0.2,10,middle,2,18,5,5,5/5,1.0,806,2687,1866.8811,2672.8811,0.6784446670208126,-38.83119999999999
l,portion_of_7_3,0.2,10,late,2,18,5,5,5/5,1.0,852,2411,1858.4767,2710.4767,0.6154818339273334,7.8184
