scenario,inst,variant,delta_ratio,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time
s,same_costs,instance_3_middle,0.5,2,3,1,1,1/1,1.0,198,13,13.0,211.0,2.2807286670431495
