Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,95,87,-8,188,86.0,-0.08,
Existants,J2,0,13,13,84,12.0,,
Existants,J3,21,97,76,114,96.0,3.62,
Existants,J4,73,45,-28,91,44.0,-0.38,
Nouveaux acceptés,J5,,316,,195,1.62,,
Nouveaux acceptés,J6,,239,,174,1.37,,
Nouveaux acceptés,J7,,0,,112,0.0,,
Nouveaux acceptés,J8,,169,,184,0.92,,
