Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,154,154,0,15,15,14.08,0,335,139
Existants,J2,0.89,101,101,0,0,0,0.0,0,335,111
Nouveaux acceptés,J3,0.11,,215,,,0,0.0,,335,221
Nouveaux acceptés,J4,0.22,,265,,,29,6.29,,335,236
Nouveaux acceptés,J5,0.35,,335,,,41,14.55,,335,294
