Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,57,0,-57,130,-1.0,-1.0,
Existants,J2,0,0,0,116,-1.0,,
Existants,J3,0,16,16,180,15.0,,
Nouveaux acceptés,J4,,96,,87,1.1,,
Nouveaux acceptés,J5,,126,,189,0.67,,
Nouveaux acceptés,J6,,140,,131,1.07,,
