Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,73,73,0,75,72.0,0.0,
Existants,J2,2,2,0,83,1.0,0.0,
Existants,J3,0,0,0,106,-1.0,,
Existants,J4,119,119,0,71,118.0,0.0,
Nouveaux acceptés,J5,,60,,237,0.25,,
Nouveaux acceptés,J6,,107,,304,0.35,,
Nouveaux acceptés,J7,,43,,208,0.21,,
Nouveaux acceptés,J8,,230,,273,0.84,,
