Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,132,-1.0,,
Existants,J2,0,0,0,114,-1.0,,
Existants,J3,0,0,0,189,-1.0,,
Existants,J4,232,291,59,185,290.0,0.25,
Existants,J5,83,137,54,176,136.0,0.65,
Existants,J6,92,146,54,173,145.0,0.59,
Existants,J7,71,125,54,114,124.0,0.76,
Existants,J8,234,288,54,137,287.0,0.23,
Nouveaux acceptés,J9,,0,,244,0.0,,
Nouveaux acceptés,J10,,262,,376,0.7,,
Nouveaux acceptés,J11,,0,,152,0.0,,
Nouveaux acceptés,J12,,338,,353,0.96,,
Nouveaux acceptés,J13,,407,,391,1.04,,
Nouveaux acceptés,J14,,166,,387,0.43,,
Nouveaux acceptés,J15,,487,,398,1.22,,
