Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,0,-10,162,-1.0,-1.0,
Existants,J2,159,42,-117,105,41.0,-0.74,
Existants,J3,167,134,-33,129,133.0,-0.2,
Existants,J4,27,219,192,194,218.0,7.11,
Existants,J5,148,156,8,79,155.0,0.05,
Nouveaux acceptés,J6,,329,,224,1.47,,
Nouveaux acceptés,J7,,336,,152,2.21,,
Nouveaux acceptés,J8,,470,,150,3.13,,
Nouveaux acceptés,J9,,296,,155,1.91,,
Nouveaux acceptés,J10,,138,,209,0.66,,
