Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,141,147,6,0,0,0.0,0,299,186
Existants,J2,1.0,32,32,0,0,0,0.0,0,299,58
Nouveaux acceptés,J3,1.0,,189,,,51,51.0,,299,138
Nouveaux acceptés,J4,1.0,,299,,,114,114.0,,299,185
