Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,197,260,63,165,259.0,0.32,
Existants,J2,83,72,-11,132,71.0,-0.13,
Existants,J3,133,196,63,167,195.0,0.47,
Existants,J4,10,10,0,146,9.0,0.0,
Existants,J5,75,138,63,151,137.0,0.84,
Nouveaux acceptés,J6,,0,,371,0.0,,
Nouveaux acceptés,J7,,692,,373,1.86,,
Nouveaux acceptés,J8,,282,,318,0.89,,
Nouveaux acceptés,J9,,455,,380,1.2,,
Nouveaux acceptés,J10,,223,,313,0.71,,
Nouveaux acceptés,J11,,211,,410,0.51,,
Nouveaux acceptés,J12,,460,,424,1.08,,
Nouveaux acceptés,J13,,247,,336,0.74,,
Nouveaux acceptés,J14,,514,,327,1.57,,
Nouveaux acceptés,J15,,559,,391,1.43,,
Nouveaux acceptés,J16,,607,,413,1.47,,
Nouveaux acceptés,J17,,733,,451,1.63,,
