Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.88,171,171,0,57,57,50.3,0,334,114
Existants,J2,0.81,114,114,0,0,0,0.0,0,334,147
Nouveaux acceptés,J3,0.2,,334,,,119,23.84,,334,215
Nouveaux acceptés,J4,0.13,,301,,,112,14.44,,334,189
