Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,266,266,0,287,265.0,0.0,
Existants,J2,104,104,0,133,103.0,0.0,
Existants,J3,0,0,0,104,-1.0,,
Existants,J4,315,315,0,290,314.0,0.0,
Existants,J5,519,591,72,196,590.0,0.14,
Existants,J6,0,0,0,253,-1.0,,
Existants,J7,56,56,0,240,55.0,0.0,
Existants,J8,0,0,0,129,-1.0,,
Existants,J9,230,230,0,174,229.0,0.0,
Existants,J10,320,320,0,149,319.0,0.0,
Existants,J11,19,19,0,112,18.0,0.0,
Existants,J12,735,404,-331,93,403.0,-0.45,
Existants,J13,109,109,0,235,108.0,0.0,
Existants,J14,537,504,-33,239,503.0,-0.06,
Nouveaux acceptés,J15,,203,,775,0.26,,
Nouveaux acceptés,J16,,97,,760,0.13,,
Nouveaux acceptés,J17,,0,,738,0.0,,
Nouveaux acceptés,J18,,332,,728,0.46,,
Nouveaux acceptés,J19,,446,,743,0.6,,
Nouveaux acceptés,J20,,338,,781,0.43,,
