Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,149,-1.0,,
Existants,J2,151,303,152,195,302.0,1.01,
Existants,J3,379,183,-196,145,182.0,-0.52,
Existants,J4,63,96,33,165,95.0,0.52,
Existants,J5,272,380,108,180,379.0,0.4,
Existants,J6,0,0,0,142,-1.0,,
Nouveaux acceptés,J7,,341,,225,1.52,,
Nouveaux acceptés,J8,,223,,453,0.49,,
Nouveaux acceptés,J9,,189,,412,0.46,,
Nouveaux acceptés,J10,,659,,278,2.37,,
Nouveaux acceptés,J11,,739,,398,1.86,,
Nouveaux acceptés,J12,,404,,305,1.32,,
Nouveaux acceptés,J13,,313,,294,1.06,,
Nouveaux acceptés,J14,,1,,224,0.0,,
Nouveaux acceptés,J15,,364,,429,0.85,,
Nouveaux acceptés,J16,,539,,315,1.71,,
Nouveaux acceptés,J17,,558,,424,1.32,,
Nouveaux acceptés,J18,,731,,329,2.22,,
