Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,151,151,0,51,51,51.0,0,204,100
Existants,J2,1.0,94,94,0,0,0,0.0,0,204,121
Nouveaux acceptés,J3,1.0,,204,,,96,96.0,,204,108
