Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,99,116,17,124,115.0,0.17,
Existants,J2,0,0,0,142,-1.0,,
Existants,J3,290,299,9,136,298.0,0.03,
Existants,J4,96,89,-7,185,88.0,-0.07,
Existants,J5,0,0,0,117,-1.0,,
Existants,J6,0,0,0,89,-1.0,,
Existants,J7,217,414,197,120,413.0,0.91,
Existants,J8,0,0,0,72,-1.0,,
Nouveaux acceptés,J9,,335,,381,0.88,,
Nouveaux acceptés,J10,,438,,284,1.54,,
Nouveaux acceptés,J11,,469,,303,1.55,,
Nouveaux acceptés,J12,,229,,245,0.93,,
Nouveaux acceptés,J13,,42,,255,0.16,,
Nouveaux acceptés,J14,,253,,339,0.75,,
Nouveaux acceptés,J15,,76,,275,0.28,,
