Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,60,85,25,92,84.0,0.42,
Existants,J2,149,220,71,173,219.0,0.48,
Existants,J3,5,5,0,81,4.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,127,117,-10,99,116.0,-0.08,
Nouveaux acceptés,J6,,409,,251,1.63,,
Nouveaux acceptés,J7,,178,,336,0.53,,
Nouveaux acceptés,J8,,569,,360,1.58,,
Nouveaux acceptés,J9,,606,,241,2.51,,
Nouveaux acceptés,J10,,272,,209,1.3,,
Nouveaux acceptés,J11,,415,,328,1.27,,
Nouveaux acceptés,J12,,81,,216,0.38,,
Nouveaux acceptés,J13,,0,,265,0.0,,
Nouveaux acceptés,J14,,555,,247,2.25,,
Nouveaux acceptés,J15,,642,,357,1.8,,
Nouveaux acceptés,J16,,470,,279,1.68,,
Nouveaux acceptés,J17,,646,,390,1.66,,
Nouveaux acceptés,J18,,331,,335,0.99,,
