Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,266,704,438,287,703.0,1.65,
Existants,J2,104,104,0,133,103.0,0.0,
Existants,J3,0,0,0,104,-1.0,,
Existants,J4,315,203,-112,290,202.0,-0.36,
Existants,J5,519,682,163,196,681.0,0.31,
Existants,J6,0,0,0,253,-1.0,,
Existants,J7,56,345,289,240,344.0,5.16,
Existants,J8,0,0,0,129,-1.0,,
Existants,J9,230,123,-107,174,122.0,-0.47,
Existants,J10,320,292,-28,149,291.0,-0.09,
Existants,J11,19,19,0,112,18.0,0.0,
Existants,J12,735,954,219,93,953.0,0.3,
Existants,J13,109,398,289,235,397.0,2.65,
Existants,J14,537,700,163,239,699.0,0.3,
Nouveaux acceptés,J15,,337,,346,0.97,,
Nouveaux acceptés,J16,,433,,316,1.37,,
Nouveaux acceptés,J17,,72,,343,0.21,,
Nouveaux acceptés,J18,,426,,382,1.12,,
Nouveaux acceptés,J19,,931,,299,3.11,,
Nouveaux acceptés,J20,,762,,398,1.91,,
