Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,14,0,143,13.0,0.0,
Existants,J3,121,126,5,64,125.0,0.04,
Existants,J4,144,149,5,115,148.0,0.03,
Existants,J5,225,225,0,100,224.0,0.0,
Nouveaux acceptés,J6,,220,,285,0.77,,
Nouveaux acceptés,J7,,221,,202,1.09,,
Nouveaux acceptés,J8,,308,,289,1.07,,
Nouveaux acceptés,J9,,241,,222,1.09,,
Nouveaux acceptés,J10,,77,,303,0.25,,
Nouveaux acceptés,J11,,353,,297,1.19,,
