Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,199,199,0,231,198.0,0.0,
Existants,J2,542,542,0,177,541.0,0.0,
Existants,J3,365,365,0,198,364.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,393,393,0,246,392.0,0.0,
Existants,J6,551,551,0,339,550.0,0.0,
Existants,J7,3,3,0,188,2.0,0.0,
Existants,J8,0,0,0,353,-1.0,,
Existants,J9,719,719,0,266,718.0,0.0,
Existants,J10,553,553,0,264,552.0,0.0,
Existants,J11,180,180,0,190,179.0,0.0,
Existants,J12,217,217,0,357,216.0,0.0,
Existants,J13,0,0,0,238,-1.0,,
Existants,J14,0,0,0,331,-1.0,,
Nouveaux acceptés,J15,,14,,1020,0.01,,
Nouveaux acceptés,J16,,168,,1065,0.16,,
Nouveaux acceptés,J17,,62,,1087,0.06,,
Nouveaux acceptés,J18,,66,,1023,0.06,,
Nouveaux acceptés,J19,,9,,1031,0.01,,
Nouveaux acceptés,J20,,271,,1057,0.26,,
