Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,14,0,143,13.0,0.0,
Existants,J3,121,121,0,64,120.0,0.0,
Existants,J4,144,144,0,115,143.0,0.0,
Existants,J5,225,225,0,100,224.0,0.0,
Nouveaux acceptés,J6,,226,,354,0.64,,
Nouveaux acceptés,J7,,262,,414,0.63,,
Nouveaux acceptés,J8,,319,,363,0.88,,
Nouveaux acceptés,J9,,28,,344,0.08,,
Nouveaux acceptés,J10,,406,,423,0.96,,
Nouveaux acceptés,J11,,283,,338,0.84,,
Nouveaux acceptés,J12,,18,,348,0.05,,
Nouveaux acceptés,J13,,65,,352,0.18,,
Nouveaux acceptés,J14,,328,,409,0.8,,
Nouveaux acceptés,J15,,72,,399,0.18,,
Nouveaux acceptés,J16,,233,,382,0.61,,
Nouveaux acceptés,J17,,97,,443,0.22,,
