Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,27,27,0,100,26.0,0.0,
Existants,J2,0,0,0,128,-1.0,,
Existants,J3,152,152,0,127,151.0,0.0,
Existants,J4,101,101,0,131,100.0,0.0,
Nouveaux acceptés,J5,,142,,396,0.36,,
Nouveaux acceptés,J6,,113,,346,0.33,,
Nouveaux acceptés,J7,,100,,432,0.23,,
Nouveaux acceptés,J8,,0,,336,0.0,,
