Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,84,93,9,0,0,0.0,0,247,93
Existants,J2,1.0,140,149,9,0,0,0.0,0,247,167
Nouveaux acceptés,J3,1.0,,224,,,118,118.0,,247,106
Nouveaux acceptés,J4,1.0,,247,,,63,63.0,,247,184
