Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,155,155,0,11,11,11.0,0,328,144
Existants,J2,1.0,148,155,7,4,11,11.0,7,328,144
Nouveaux acceptés,J3,1.0,,236,,,0,0.0,,328,263
Nouveaux acceptés,J4,1.0,,282,,,19,19.0,,328,263
Nouveaux acceptés,J5,1.0,,328,,,84,84.0,,328,244
