Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,44,44,0,0,0,0.0,0,191,52
Existants,J2,1.0,152,191,39,0,0,0.0,0,191,196
Nouveaux acceptés,J3,1.0,,87,,,0,0.0,,191,92
